asset_id,canonical_name,aliases,development_codes,target,payload,linker,indication,company,clinical_phase,adc_scope,catalog_status,source_count,sources,nct_ids,date_added_to_table
NAR_DRG0YWYJJ,IMGN151,IMGN 151; IMGN-151; IMGN151; Opugotamig olatansine,,Folate receptor alpha (FOLR1),,,,"ImmunoGen, Inc",Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; clinicaltrials,,2026-09-01
NAR_DRG0YXBEH,SHR-A1912,SHR A1912; SHR-A1912; SHRA1912,,B-cell antigen receptor complex-associated protein beta chain (CD79B),,,,"Jiangsu Hengrui Pharmaceuticals Co., Ltd; Shanghai Hengrui Pharmaceutical Co., Ltd",Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; conference_abstract_corpus,NCT05113069,2026-09-01
NAR_DRG0YXJPS,Veltuzumab-CL2E-SN-38,Vmab-CL2E-SN-38,,B-lymphocyte antigen CD20 (MS4A1),,,,,Investigative Drug-to-Antibody Ratio 6 3D,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0YXZQL,SGN-15,BMS-182248; BMS-182248-01; BR96-DAPDOX; BR96-DOX; CBR96-Doxorubicin Immunoconjugate; SGN 15; SGN-15; SGN15; hBR96,,Lewis Y,,,,Seagen Inc; Bristol Myers Squibb Co,Phase 2 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; conference_abstract_corpus; europe_pmc,,2026-09-01
NAR_DRG0YZEVV,MT-5111,MT 5111; MT-5111; MT5111,,Receptor tyrosine-protein kinase erbB-2 (HER2),,,,"Molecular Templates, Inc",Phase 1 (Terminated),REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0YZGPN,CDX-014,CDX 014; CDX-014; CR 014-vcMMAE,,Hepatitis A virus cellular receptor 1 (HAVCR1),,,,"CuraGen Corp; Celldex Therapeutics, Inc; Amgen, Inc",Phase 1 (Terminated),PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; clinicaltrials; europe_pmc,NCT02837991,2026-09-01
NAR_DRG0YZPWM,SGN-CD352A,SGN CD352A; SGN-CD352 A; SGN-CD352A; SGNCD352A,,SLAM family member 6 (SLAMF6),,,,"Seagen Inc; Ligand Pharmaceuticals, Inc",Phase 1 (Terminated),REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0ZAECD,AGS-16M8F,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT01114230,2026-09-01
NAR_DRG0ZAFBL,IBI129,,,,,,,,Phase 2,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0ZAJGM,BL-M09D1,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT06954077; NCT07056556,2026-09-01
NAR_DRG0ZBCCA,MGC028,,,,,,,,Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; europe_pmc,NCT06723236,2026-09-01
NAR_DRG0ZBXTV,TJ101,,,,,,,,Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; conference_abstract_corpus,NCT07181473,2026-09-01
NAR_DRG0ZGWBV,JY201,JY-201; JY 201,,Receptor tyrosine-protein kinase erbB-2 (HER2 ECD2); Receptor tyrosine-protein kinase erbB-2 (HER2 ECD4),,,,"Shenzhen Enduring Biotech, Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0ZGWEK,XB010,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0ZIFBH,GenSci143,,,,,,,,Phase 1,PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; europe_pmc; pubmed,NCT07252414,2026-09-01
NAR_DRG0ZIJNR,Milatuzumab doxorubicin,,,,,,,,Phase 2,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0ZLJPV,SKB-410,SKB 410; SKB-410; SKB410,,Nectin-4 (NECTIN4),,,,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd",Phase 1/2,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0ZMRYF,HMBD-501,HMBD 501; HMBD501,,Receptor tyrosine-protein kinase erbB-3 (HER3),,,,Hummingbird Bioscience Pte Ltd,Investigative,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; conference_abstract_corpus,,2026-09-01
NAR_DRG0ZMZUD,Zilovertamab vedotin,MK 2140; MK- 2140; MK-2140; VLS-101; Zilovertamab vedotin,,Inactive tyrosine-protein kinase transmembrane receptor ROR1 (ROR1),MMAE (monomethyl auristatin E),valine-citrulline cleavable linker (typical),"B-cell Acute Lymphoblastic Leukemia; Burkitt Lymphoma; Diffuse Large B-cell Lymphoma; Ewing Sarcoma; Lymphoma, Large B-Cell, Diffuse; Neuroblastoma","Merck & Co., Inc",Phase 2,PRESUMED_ADC,MULTISOURCE_CONFIRMED,4,nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc,NCT03833180; NCT04504916; NCT05139017; NCT05144841; NCT05406401; NCT05458297; NCT05562830,2026-09-01
NAR_DRG0ZNAID,SHR-A1307,SHR A1307; SHRA1307,,Epidermal growth factor receptor (EGFR),,,,"Jiangsu Hengrui Pharmaceuticals Co., Ltd",Investigative,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,nar_reference; europe_pmc,,2026-09-01
NAR_DRG0ZNUYD,Pab-001-MMAE,PAb001-ADC,,Mucin-1 (MUC1),,,,"Peptron; Qilu Pharmaceutical Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0ZODWK,M-DGN549,M DGN549,,Folate receptor alpha (FOLR1),,,,"ImmunoGen, Inc",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0ZOMIJ,OMTX-505,OMTX 505; OMTX505,,Prolyl endopeptidase FAP (FAP),,,,Oncomatryx Biopharma SL,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0ZOYQV,Datopotamab deruxtecan,"DS 1062a; DS-1062; DS-1062, Dato-DXd; DS-1062a; Dato-DXd; Datopotamab deruxtecan",,Tumor-associated calcium signal transducer 2 (TROP2),an exatecan derivative (topoisomerase-1 inhibitor),cleavable GGFG peptide linker (typical),"Additional Indications Below for Module 4 and 5; Advanced Gastroesophageal Adenocarcinoma; Advanced Non Small Cell Lung Cancer; Advanced Solid Malignancies; Advanced Solid Tumor; Advanced Solid Tumors That Are MTAP Deficient; Advanced or Metastatic NSCLC; Angiosarcoma; Biliary Cancer; Biliary Tract Cancer; Bladder Cancer; Brain Metastases; Breast Cancer; Breast Cancer (Locally Advanced or Metastatic); Breast Cancer Female; Breast Cancer Stage IV; Breast Neoplasms; Breast Tumors; Carcinoma, Non-Small-Cell Lung; Cervical Cancer; Colorectal Cancer; Drug-Related Side Effects and Adverse Reactions; EGFRm Advanced Non-Small Cell Lung Cancer; EGFRm Metastatic Non-Small Cell Lung Cancer; ER Positive Breast Cancer; ER-negative Breast Cancer; Early-stage Breast Cancer; Endometrial Cancer; Gastric Cancer; Gastric Cancer/Gastroesophageal Junction Adenocarcinoma; HER2 Negative Breast Carcinoma; HER2-low Breast Cancer; HER2-negative Breast Cancer; HER2-positive Breast Cancer; HER2-positive Gastric Cancer; High-risk Muscle Invasive Urothelial Carcinoma; Hormone Receptor Negative Tumor; Hormone Receptor Positive Breast Cancer; Hormone Receptor Positive Tumor; Locally Advanced Breast Cancer; Lung Cancer; Metastatic Breast Cancer; Metastatic Breast Cancer ( HER2 Negative); Metastatic Castration-resistant Prostate Cancer; Metastatic Gastric Cancer; Metastatic Lung Cancer; Metastatic Non Small Cell Lung Cancer; Metastatic Non-small Cell Lung Cancer; Metastatic Triple-Negative Breast Carcinoma; NSCLC; Non Small Cell Lung Cancer; Non-Small Cell Lung Cancer; Non-small Cell Lung Cancer; Non-small Cell Lung Cancer (NSCLC); Ovarian Cancer; Pancreatic Cancer; Pharmacogenetic Variant; Prostate Cancer; Residual Disease; Small Cell Lung Cancer Only in Module 5; Stage II/III; Stomatitis; TNBC - Triple-Negative Breast Cancer; Triple Negative Breast Cancer; Triple Negative Breast Cancer (TNBC); Triple Negative Breast Neoplasms; Unresectable Gastric Carcinoma; Unresectable Non-small Lung Cancer; Urothelial Cancer","Daiichi Sankyo Co., Ltd; AstraZeneca PLC; Baxter Oncology GmbH","Approved (FDA): Jan, 2025",STRICT_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; configs/known_adc_assets.yaml; clinicaltrials,NCT01042379; NCT03401385; NCT03742102; NCT03944772; NCT04484142; NCT04526691; NCT04612751; NCT04644068; NCT04656652; NCT04940325; NCT05061550; NCT05104866; NCT05215340; NCT05374512; NCT05460273; NCT05489211; NCT05555732; NCT05629585; NCT05687266,2026-09-01
NAR_DRG0ZQBSG,MRG-001,MRG 001; MRG-001; MRG001,,B-lymphocyte antigen CD20 (MS4A1),,,,"Shanghai Miracogen Inc; Lepu Biopharma Co., Ltd",Phase 2,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT05155839; NCT05844527,2026-09-01
NAR_DRG0ZQLZD,TR1801-ADC,"MT-8633; TR 1801 ADC; TR1801-ADC; TR1801-ADC, MT-8633; TR1801-antibody drug conjugate",,Hepatocyte growth factor receptor (MET),,,,"Tanabe Research Laboratories U.S.A., Inc",Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT03859752,2026-09-01
NAR_DRG0ZQORV,DEC008,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT07470853,2026-09-01
NAR_DRG0ZSNLV,KGX201,KGX-201; KGX 201,,Undisclosed,,,,"KangaBio Co., Ltd",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0ZSVBZ,<sup>111</sup>In-1849,,,,,,,,Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
NAR_DRG0ZTZMD,BAY-943,BAY 943; BAY943; VIP-943; IL3RA-KSPi-ADC,,Interleukin-3 receptor subunit alpha (IL3RA),,,,Bayer AG,Investigative,PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; conference_abstract_corpus; europe_pmc,,2026-09-01
NAR_DRG0ZUQNL,BAT-8001,,,,,,,,Phase 3,PRESUMED_ADC,MULTISOURCE_CONFIRMED,3,nar_reference; conference_abstract_corpus; europe_pmc,,2026-09-01
NAR_DRG0ZXRLG,SLV-154,,,,,,,,Phase 1,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,NCT06771219,2026-09-01
NAR_DRG0ZYLBB,ZW-33,ZW 33; ZW33,,Receptor tyrosine-protein kinase erbB-2 (HER2 ECD2); Receptor tyrosine-protein kinase erbB-2 (HER2 ECD4),,,,"Zymeworks Biopharmaceuticals, Inc; Zymeworks BC, Inc",Investigative,REFERENCE_UNCLASSIFIED,REFERENCE_CONFIRMED,1,nar_reference,,2026-09-01
OURS_ADC_CANDIDATE_ADC_SUFFIX_4e000bdcb848,denintuzumab mafodotin,,,,MMAF (monomethyl auristatin F),maleimidocaproyl non-cleavable linker (typical),"Diffuse, Large B-Cell, Lymphoma; Follicular Lymphoma, Grade 3b; Lymphoma, B-cell; Lymphoma, Follicular, Grade 3b; Lymphoma, Large B-Cell, Diffuse; Transformed Lymphoma / DLBCL",,,PRESUMED_ADC,MULTISOURCE_CONFIRMED,2,clinicaltrials; conference_abstract_corpus,,2026-09-01
OURS_ADC_CANDIDATE_ADC_SUFFIX_7394fd247fe6,Distitamab Vedotin,,,,MMAE (monomethyl auristatin E),valine-citrulline cleavable linker (typical),NMIBC,,,PRESUMED_ADC,SINGLE_STRONG_SOURCE,1,clinicaltrials,,2026-09-01
OURS_ADC_CANDIDATE_ADC_SUFFIX_91ba91f14300,Trastuzmab deruxtecan,,,,an exatecan derivative (topoisomerase-1 inhibitor),cleavable GGFG peptide linker (typical),Gastric Cancer; Gastroesophageal Junction (GEJ) Cancer,,,PRESUMED_ADC,SINGLE_STRONG_SOURCE,1,clinicaltrials,,2026-09-01
OURS_ADC_CANDIDATE_ADC_SUFFIX_96a2cf3d74cc,Disitamb Vedotin,,,,MMAE (monomethyl auristatin E),valine-citrulline cleavable linker (typical),Breast Cancer,,,PRESUMED_ADC,SINGLE_STRONG_SOURCE,1,clinicaltrials,,2026-09-01
OURS_ADC_CANDIDATE_ADC_SUFFIX_d1e372057963,Trastzumab Deruxtecan,,,,an exatecan derivative (topoisomerase-1 inhibitor),cleavable GGFG peptide linker (typical),"Ovarian Cancer; Ovarian Cancer (OvCa); Ovarian Cancer Metastatic Recurrent; Ovarian Carcinoma, Recurrent",,,PRESUMED_ADC,SINGLE_STRONG_SOURCE,1,clinicaltrials,,2026-09-01
OURS_ADC_CANDIDATE_ADC_SUFFIX_dc8391435d51,T emtansine,,,,DM1 (maytansinoid),SMCC non-cleavable linker (typical),HER2 Gene Mutation; Salivary Gland Cancer,,,PRESUMED_ADC,SINGLE_STRONG_SOURCE,1,clinicaltrials,,2026-09-01
OURS_ADC_CANDIDATE_ADC_SUFFIX_e1a3cb555c56,bulumtatug fuvedotin,,,,MMAE (monomethyl auristatin E),valine-citrulline cleavable linker (typical),Advanced Breast Cancer; Breast Cancer; HER2-negative Breast Cancer; Locally Advanced or Metastatic Triple-negative Breast Cancer; Metastatic Breast Cancer; Triple Negative Breast Cancer; Triple Negative Breast Cancer (TNBC),,,PRESUMED_ADC,MULTISOURCE_CONFIRMED,5,clinicaltrials; conference_abstract_corpus; conference_crossref_search; europe_pmc; pubmed,,2026-09-01
OURS_ADC_SUFFIX_007824bab18d,MEDI-547,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,europe_pmc,,2026-09-01
OURS_ADC_SUFFIX_019e31487fda,LD-38,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_03438f484348,BCG037,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_0523291cc3d6,GQ1033,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_0541ebcd369d,DB-1310,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,2,conference_abstract_corpus; europe_pmc,,2026-09-01
OURS_ADC_SUFFIX_0658d4488439,GSK5733584,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,2,conference_abstract_corpus; conference_crossref_search,,2026-09-01
OURS_ADC_SUFFIX_07b2ba08cde7,SYD988,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_07e7a1345c88,ACR335,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_0beb28fffe10,HRA00130-C004,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_0e53ae03f502,AT65474,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_0eb7fe9c9d73,ZW191,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,2,clinicaltrials; conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_0ecc0eb1aef1,NW024,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_0f8ea7a70ba9,JS212,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_0fadecc50fb8,DXC006,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_0fc0ef669ecd,MEDI7247,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,2,conference_abstract_corpus; europe_pmc,,2026-09-01
OURS_ADC_SUFFIX_0fd1802261a4,CKD-703,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_1042e5f0f654,S227928,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,clinicaltrials,,2026-09-01
OURS_ADC_SUFFIX_1099c87ec1ba,proprietary duocarmazine,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_11576be5c2dc,MEDI4276,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,2,europe_pmc; pubmed,,2026-09-01
OURS_ADC_SUFFIX_1242de8a1dc7,LY4170156,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,3,clinicaltrials; conference_abstract_corpus; conference_crossref_search,,2026-09-01
OURS_ADC_SUFFIX_13f9be565345,EC112002,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,europe_pmc,,2026-09-01
OURS_ADC_SUFFIX_14ebe44a0699,DM004,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_1812d76e2295,KA-2887,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_1860529b38f6,AD004,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_18d572a272b4,SCR-A019,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_19abdb6d39e8,TAVO307,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_1a5e6d596794,DB-1421,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_1baa85bd4967,GS24-B025,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_1d432ae0e8ef,trastuzuamb deruxtecan,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_1f095c4a51be,IBI3017,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_20d6f6eec687,DEDN6526A,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,europe_pmc,,2026-09-01
OURS_ADC_SUFFIX_2114d6900e80,LY4101174,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,2,clinicaltrials; conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_21ba3788ea21,AT86474,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_21e42f4f8059,SAR445953,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_22cdee1a4fbb,EO-1022,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_22dc953b9c9a,DB-1311,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_240462dfd735,LUA004,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_26e86ae0c549,NEOK001,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,clinicaltrials,,2026-09-01
OURS_ADC_SUFFIX_291f9d07f372,XYD-8006,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_2a4c2951074b,IPN60300,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_2a75ee5c4d37,CLT030,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,europe_pmc,,2026-09-01
OURS_ADC_SUFFIX_2ad6a2afb412,BCG026,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_2b25a773a677,OBI-904,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_2ce4f2d4fcb9,DFRF4539A,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,europe_pmc,,2026-09-01
OURS_ADC_SUFFIX_2d9b9d459119,ILB-3101,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_2ee02e27a459,VBC106,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,clinicaltrials,,2026-09-01
OURS_ADC_SUFFIX_2f1e9272c3a6,GM103,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_2f33558b7381,SCR-A006,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_31d57c9c4ddf,3H-10000,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,2,clinicaltrials; conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_31f12eb183b4,GQ1011,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_32bcb78c5f16,NMS-P945,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,europe_pmc,,2026-09-01
OURS_ADC_SUFFIX_32f0823369fe,VBC108,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,clinicaltrials,,2026-09-01
OURS_ADC_SUFFIX_34f2ed75b35c,ABBV-969,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,2,conference_abstract_corpus; conference_crossref_search,,2026-09-01
OURS_ADC_SUFFIX_36b40b66d86b,EIS-12656,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,clinicaltrials,,2026-09-01
OURS_ADC_SUFFIX_36cc6be057ec,Her2-W1507,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,europe_pmc,,2026-09-01
OURS_ADC_SUFFIX_37336392881d,YL252,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_37839daa66a5,SIM0680,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_37cf3799eb5a,trastruzumab deruxtecan,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_37eb5fcaedb5,LM-338,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_38ce7789e2f0,HMA800067,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_38ea98d00f97,PRO1106,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_394eeb5b5453,BVX001,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,2,conference_crossref_search; europe_pmc,,2026-09-01
OURS_ADC_SUFFIX_3bdb7fb98a59,LR004,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,europe_pmc,,2026-09-01
OURS_ADC_SUFFIX_3cc22b600d0f,PA289,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_3e72481fc177,HDM2005,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_crossref_search,,2026-09-01
OURS_ADC_SUFFIX_3f88e0fd4fb7,AGCM-22,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,europe_pmc,,2026-09-01
OURS_ADC_SUFFIX_3fe2436b80b7,Datopotomab deruxtecan,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_3ff73d8223d6,PODO447 Vedotin,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_407ec94ca6eb,GENA-111,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_41cb1266d788,BCG017,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_424524ac77ad,ADRX-0134,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_429c328ac8c3,DMOT4039A,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,europe_pmc,,2026-09-01
OURS_ADC_SUFFIX_430b44f25dbf,SCR-A014,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_4314460db834,FG-M131,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,clinicaltrials,,2026-09-01
OURS_ADC_SUFFIX_43418154e065,DM005,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_4556c7eb28df,DAXL-88,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,europe_pmc,,2026-09-01
OURS_ADC_SUFFIX_4608ed4171ae,SDP01873,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_470a0277f369,DX8951,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,europe_pmc,,2026-09-01
OURS_ADC_SUFFIX_47a60ecf7311,BCG048,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_4952aa17c8b1,BCG047,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,conference_abstract_corpus,,2026-09-01
OURS_ADC_SUFFIX_4a3cccee4473,ASP1235,,,,,,,,,PRESUMED_ADC,NEEDS_REVIEW,1,europe_pmc,,2026-09-01
