entity_id	canonical_name	entity_type	synonyms	n_adc_backlinks	adc_backlink_names	adc_backlink_ids	source_url
TAR0UKZBL	Interleukin-13 receptor subunit alpha-2 (IL13RA2)	ADC_TARGET	IL13R; Interleukin-13-binding protein;CD_antigen=CD213a2	4		DRG0OMACI; DRG0VHZVS; DRG0WRABL; DRG0XVPES	https://adcdb.idrblab.net/data/abt/details/TAR0UKZBL
TAR0CYSHF	Interleukin-2 receptor subunit alpha (IL2RA)	ADC_TARGET	TAC antigen;p55;CD_antigen=CD25	4		DRG0FOAKQ; DRG0FUFBP; DRG0IKWPY; DRG0YAZBQ	https://adcdb.idrblab.net/data/abt/details/TAR0CYSHF
TAR0JUHTG	Interleukin-3 receptor subunit alpha (IL3RA)	ADC_TARGET	IL3R; CD_antigen=CD123	15		DRG0CQCIH; DRG0DPRKA; DRG0EZVZS; DRG0GCSFZ; DRG0HOAIY; DRG0HXEET; DRG0IXBOR; DRG0JXUXU; DRG0KGZEG; DRG0KNBNI; DRG0SEEBD; DRG0TTNNZ; DRG0WCTHL; DRG0ZAEWN; DRG0ZTZMD	https://adcdb.idrblab.net/data/abt/details/TAR0JUHTG
TAR0LEENM	Interleukin-7 receptor subunit alpha (IL7R)	ADC_TARGET	CDw127;CD_antigen=CD127	2	A7R-ADC-MMAE; A7R-ADC-SN38		https://adcdb.idrblab.net/data/abt/details/TAR0LEENM
TAR0BSGNP	Junctional adhesion molecule C (JAM3)	ADC_TARGET	JAM-2; Junctional adhesion molecule 3	1	HSL156 mAb-DT3C conjugate		https://adcdb.idrblab.net/data/abt/details/TAR0BSGNP
TAR0LWLGS	Kidney-associated antigen 1 (KAAG1)	ADC_TARGET	RU2AS; RU2 antisense gene protein	2		DRG0BGQOD; DRG0OXCWY	https://adcdb.idrblab.net/data/abt/details/TAR0LWLGS
TAR0PBKCW	Kita-kyushu lung cancer antigen 1 (CT83)	ADC_TARGET	CXorf61; KKLC1; Cancer/testis antigen 83	1	1131-MMAE		https://adcdb.idrblab.net/data/abt/details/TAR0PBKCW
TAR0VPZEJ	Lactosylceramide 4-alpha-galactosyltransferase (A4GALT)	ADC_TARGET	A14GALT; A4GALT1; Alpha-1,4-N-acetylglucosaminyltransferase;Alpha-1,4-galactosyltransferase;Alpha4Gal-T1;CD77 synthase;Globotriaosylceramide synthase;P1/Pk synthase;UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase	1	1B-3R ADC		https://adcdb.idrblab.net/data/abt/details/TAR0VPZEJ
TAR0NGRBV	Leucine-rich alpha-2-glycoprotein (LRG1)	ADC_TARGET	LRG	2	LRG1-ADC 5; Magacizumab PD-MMAE ADC 5		https://adcdb.idrblab.net/data/abt/details/TAR0NGRBV
TAR0QEXPC	Leucine-rich repeat-containing protein 15 (LRRC15)	ADC_TARGET	LIB; Leucine-rich repeat protein induced by beta-amyloid homolog	9		DRG0AUICZ; DRG0AVUFT; DRG0BQBWF; DRG0GTUOW; DRG0OPFVY; DRG0QBADZ; DRG0QFDKM; DRG0VCYEK; DRG0VWIGE	https://adcdb.idrblab.net/data/abt/details/TAR0QEXPC
TAR0DPWRE	Leukocyte antigen CD37 (CD37)	ADC_TARGET	TSPAN26; Tetraspanin-26;CD_antigen=CD37	5		DRG0HTELK; DRG0LQZSE; DRG0PMCEU; DRG0VBKHE; DRG0WJWEG	https://adcdb.idrblab.net/data/abt/details/TAR0DPWRE
TAR0VLRDR	Leukocyte surface antigen CD47 (CD47); Programmed cell death 1 ligand 1 (CD274)	ADC_TARGET		1	JY207		https://adcdb.idrblab.net/data/abt/details/TAR0VLRDR
TAR0QHRAZ	Leukocyte surface antigen CD47 (CD47)	ADC_TARGET	MER6; Antigenic surface determinant protein OA3;Integrin-associated protein;Protein MER6;CD_antigen=CD47	4		DRG0KBKKP; DRG0LSVWJ; DRG0TBBXF; DRG0UWYXJ	https://adcdb.idrblab.net/data/abt/details/TAR0QHRAZ
TAR0CGBGC	Lewis A (LeA)	ADC_TARGET		1	HuMAB-5B1-ATAC		https://adcdb.idrblab.net/data/abt/details/TAR0CGBGC
TAR0OHNJK	Lewis Y	ADC_TARGET		16		DRG0ARIWN; DRG0AVFVQ; DRG0DFVMO; DRG0IWKEQ; DRG0IYTPP; DRG0JPAOC; DRG0NQMEE; DRG0ONNWE; DRG0OOIDK; DRG0UUPPC; DRG0WZZOZ; DRG0XGNVD; DRG0XHELN; DRG0YKCJS; DRG0YXZQL; DRG0ZFLDE	https://adcdb.idrblab.net/data/abt/details/TAR0OHNJK
TAR0VUDIK	Lipid rafts (LR)	ADC_TARGET		1		DRG0KSTYX	https://adcdb.idrblab.net/data/abt/details/TAR0VUDIK
TAR0EYKXF	Lipolysis-stimulated lipoprotein receptor (LSR)	ADC_TARGET	ILDR3; LISCH; Angulin-1	1	LSR-ADC		https://adcdb.idrblab.net/data/abt/details/TAR0EYKXF
TAR0XXXDU	Lupus La protein (SSB)	ADC_TARGET	La autoantigen; La ribonucleoprotein; Sjoegren syndrome type B antigen	6	DAB4-DM1; DAB4-DM4; DAB4-DuoDM; DAB4-MMAE; DAB4-MMAF; chDAB4-SG3249		https://adcdb.idrblab.net/data/abt/details/TAR0XXXDU
TAR0GAQGW	Ly6/PLAUR domain-containing protein 3 (LYPD3)	ADC_TARGET	C4.4A; UNQ491; PRO1007; GPI-anchored metastasis-associated protein C4.4A homolog;Matrigel-induced gene C4 protein	6		DRG0FPXJK; DRG0LXEXH; DRG0MIJIS; DRG0TEQJD; DRG0WCYUM; DRG0ZPLMN	https://adcdb.idrblab.net/data/abt/details/TAR0GAQGW
TAR0LXDND	Lymphocyte antigen 6E (LY6E)	ADC_TARGET	Retinoic acid-induced gene E protein;Stem cell antigen 2;Thymic shared antigen 1	11		DRG0BBNQV; DRG0BLMUY; DRG0GTBNK; DRG0GYZHE; DRG0HDEZT; DRG0IGWYN; DRG0IMYOV; DRG0LVNUC; DRG0OVJOF; DRG0RMQKN; DRG0WOUMV	https://adcdb.idrblab.net/data/abt/details/TAR0LXDND
TAR0BVXLX	Lymphocyte antigen 75 (LY75)	ADC_TARGET	CD205; CLEC13B; C-type lectin domain family 13 member B;DEC-205;gp200-MR6;CD_antigen=CD205	3		DRG0RARRJ; DRG0STCNY; DRG0WGCDI	https://adcdb.idrblab.net/data/abt/details/TAR0BVXLX
TAR0BCRGP	Lysosome-associated membrane glycoprotein 1 (LAMP1)	ADC_TARGET	CD107 antigen-like family member A;CD_antigen=CD107a	1		DRG0EPYFC	https://adcdb.idrblab.net/data/abt/details/TAR0BCRGP
TAR0UNGLZ	MHC class I polypeptide-related sequence A (MICA)	ADC_TARGET		1		DRG0PGYJL	https://adcdb.idrblab.net/data/abt/details/TAR0UNGLZ
TAR0TBGEV	Macrophage mannose receptor 1 (MRC1)	ADC_TARGET	CLEC13D; CLEC13DL; MRC1L1; C-type lectin domain family 13 member D;C-type lectin domain family 13 member D-like;Human mannose receptor;Macrophage mannose receptor 1-like protein 1;CD_antigen=CD206	1	CD206-NAMPT inhibitor-based antibody drug conjugate		https://adcdb.idrblab.net/data/abt/details/TAR0TBGEV
TAR0VKTEC	Macrophage-stimulating protein receptor (MST1R)	ADC_TARGET	PTK8; RON; CDw136;Protein-tyrosine kinase 8;p185-Ron;CD_antigen=CD136	5		DRG0KEBKN; DRG0KGFDM; DRG0LHTOB; DRG0MFABC; DRG0TUJEV	https://adcdb.idrblab.net/data/abt/details/TAR0VKTEC
TAR0QVFKZ	Male-specific lethal 1 homolog (MSL1)	ADC_TARGET	MSL1L1; Male-specific lethal 1-like 1; Male-specific lethal-1 homolog 1	18	Anti-MSL1 mAb-Compound 17; Anti-MSL1 mAb-Compound 25; Anti-MSL1 mAb-Compound 31; Anti-MSL1 mAb-Compound 36; Anti-MSL1 mAb-Compound 43; Anti-MSL1 mAb-Compound 49; Anti-MSL1 mAb-Compound 55; Anti-MSL1 mAb-Compound 59; Anti-MSL1 mAb-Compound 64; Anti-MSL1 mAb-Compound 69; Anti-MSL1 mAb-Compound 74; Anti-MSL1 mAb-Compound 75; Anti-MSL1 mAb-Compound 76; Anti-MSL1 mAb-Compound 77; Anti-MSL1 mAb-Compound 78; Anti-MSL1 mAb-Compound 79; Anti-MSL1 mAb-Compound 80; Anti-MSL1 mAb-Compound 9		https://adcdb.idrblab.net/data/abt/details/TAR0QVFKZ
TAR0SDULL	Mast/stem cell growth factor receptor Kit (KIT)	ADC_TARGET	SCFR; Piebald trait protein;Proto-oncogene c-Kit;Tyrosine-protein kinase Kit;p145 c-kit;v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog;CD_antigen=CD117	66		DRG0AKKJG; DRG0APAGQ; DRG0APLYI; DRG0BDZMF; DRG0BIVOI; DRG0BREQP; DRG0BRYIM; DRG0BVXGD; DRG0CBQHP; DRG0CDKOV; DRG0CPRDL; DRG0DHRIV; DRG0DLGFI; DRG0DLKHJ; DRG0EWRAI; DRG0FJAGM; DRG0FSONA; DRG0GCXCC; DRG0GHEYC; DRG0HCLSH; DRG0HMQMZ; DRG0HQQTN; DRG0IFKGK; DRG0IKCHZ; DRG0INOJL; DRG0JCLOW; DRG0JOIJZ; DRG0JQAJB; DRG0MCKPB; DRG0MDBMS	https://adcdb.idrblab.net/data/abt/details/TAR0SDULL
TAR0IFMJZ	Melanotransferrin (MELTF)	ADC_TARGET	MAP97; MFI2; Melanoma-associated antigen p97;CD_antigen=CD228	12		DRG0APNBD; DRG0FESUP; DRG0GVFYZ; DRG0MLATO; DRG0MQTIB; DRG0PRCGF; DRG0PWAOJ; DRG0RXASA; DRG0UJMPA; DRG0VGJAX; DRG0YIIUC; DRG0YMBXC	https://adcdb.idrblab.net/data/abt/details/TAR0IFMJZ
TAR0TJWJC	Melatonin receptor type 1A (MTNR1A)	ADC_TARGET		1		DRG0PKYBF	https://adcdb.idrblab.net/data/abt/details/TAR0TJWJC
TAR0JMGXV	Membrane cofactor protein (CD46)	ADC_TARGET	MCP; MIC10; TLX;Trophoblast leukocyte common antigen;CD_antigen=CD46	15		DRG0AOKAZ; DRG0BHMHR; DRG0DPWBU; DRG0EVQIT; DRG0ISSIL; DRG0JDRZK; DRG0JSHEY; DRG0QHTLV; DRG0QMIBK; DRG0QNCHG; DRG0RWTUE; DRG0SNFIP; DRG0SXGVC; DRG0WLCIN; DRG0YBABY	https://adcdb.idrblab.net/data/abt/details/TAR0JMGXV
TAR0NEZUA	Mesothelin (MSLN)	ADC_TARGET	MPF; CAK1 antigen;Pre-pro-megakaryocyte-potentiating factor	90		DRG0ACQCV; DRG0AFIVC; DRG0ASPMX; DRG0AWWZA; DRG0BBLPU; DRG0BBULL; DRG0BCLTV; DRG0BJYDH; DRG0BLQZY; DRG0BPJJE; DRG0BUEUE; DRG0CERUU; DRG0CVCJX; DRG0DACZF; DRG0DCKPV; DRG0DJFUC; DRG0DOHXR; DRG0DVPFF; DRG0EGWJZ; DRG0EJGRP; DRG0EMVLO; DRG0EOOVT; DRG0EPHMC; DRG0FAVON; DRG0FFJIH; DRG0FMWZY; DRG0FQODL; DRG0FUJSW; DRG0FUMZZ; DRG0FXFDD	https://adcdb.idrblab.net/data/abt/details/TAR0NEZUA
TAR0NGPYZ	Metalloreductase STEAP1 (STEAP1)	ADC_TARGET	PRSS24; STEAP; Six-transmembrane epithelial antigen of prostate 1	3		DRG0HGNSO; DRG0UNHOJ; DRG0YTRFZ	https://adcdb.idrblab.net/data/abt/details/TAR0NGPYZ
TAR0BWSFH	Mucin-1 (MUC1)	ADC_TARGET	PUM; Breast carcinoma-associated antigen DF3;Cancer antigen 15-3;Carcinoma-associated mucin;Episialin;H23AG;Krebs von den Lungen-6;PEMT;Peanut-reactive urinary mucin;Polymorphic epithelial mucin;Tumor-associated epithelial membrane antigen;Tumor-associated mucin;CD_antigen=CD227	18		DRG0CPNIE; DRG0CVRIW; DRG0DIWSF; DRG0HUBHJ; DRG0JNPOI; DRG0KJDBA; DRG0KYHQN; DRG0NCRFQ; DRG0NGSGM; DRG0OIRCM; DRG0PNKLC; DRG0QWTZZ; DRG0VMKDY; DRG0WOBTH; DRG0XCWMD; DRG0XWTYJ; DRG0ZNUYD; DRG0ZTLWT	https://adcdb.idrblab.net/data/abt/details/TAR0BWSFH
TAR0WGRJX	Mucin-16 (MUC16)	ADC_TARGET	Ovarian cancer-related tumor marker CA125;Ovarian carcinoma antigen CA125	32		DRG0ADCXM; DRG0AESKI; DRG0AIVFW; DRG0ARJSB; DRG0AWDSI; DRG0BDVZW; DRG0BGWDZ; DRG0BIJXE; DRG0BXPOL; DRG0CGTQP; DRG0DERJX; DRG0DNEQV; DRG0DOYAV; DRG0ELHJQ; DRG0IMZIW; DRG0JQATX; DRG0KBCLD; DRG0NKVYN; DRG0ORTGI; DRG0PRYCI; DRG0QAKVR; DRG0QLOPH; DRG0RBZDF; DRG0RSBMJ; DRG0SHLCI; DRG0TECXR; DRG0TWWOX; DRG0VCTTK; DRG0WXEJJ; DRG0YPMBC	https://adcdb.idrblab.net/data/abt/details/TAR0WGRJX
TAR0ABUJJ	Mucin-17	ADC_TARGET		1	HDM2012		https://adcdb.idrblab.net/data/abt/details/TAR0ABUJJ
TAR0TAUFB	Mucosal vascular addressin cell adhesion molecule 1 (MADCAM1)	ADC_TARGET		1		DRG0WVXVY	https://adcdb.idrblab.net/data/abt/details/TAR0TAUFB
TAR0HJZOS	Myeloid cell surface antigen CD33 (CD33); Programmed cell death 1 ligand 1 (CD274)	ADC_TARGET		2	Fetrastobart vedotin; HLX43		https://adcdb.idrblab.net/data/abt/details/TAR0HJZOS
TAR0OVWVF	Myeloid cell surface antigen CD33 (CD33)	ADC_TARGET	SIGLEC3; Sialic acid-binding Ig-like lectin 3;gp67;CD_antigen=CD33	180		DRG0AHHSJ; DRG0ANRJJ; DRG0ARJGM; DRG0AUCKJ; DRG0AVGDG; DRG0AVSTH; DRG0AXJHY; DRG0AYVIJ; DRG0BEUUA; DRG0BJIPQ; DRG0BJRZG; DRG0BTJNW; DRG0BZIAE; DRG0CAXGA; DRG0CBYSL; DRG0CDIVX; DRG0CFGGK; DRG0CFWDG; DRG0CRHMZ; DRG0CTBQX; DRG0CWECV; DRG0CWUAS; DRG0DCYUU; DRG0DHWKL; DRG0DUOPF; DRG0EAHFW; DRG0EDBXG; DRG0EDDDM; DRG0EFBKP; DRG0EJSZZ	https://adcdb.idrblab.net/data/abt/details/TAR0OVWVF
TAR0TVCVK	Myotubularin (MTM1)	ADC_TARGET	CG2; Phosphatidylinositol-3,5-bisphosphate 3-phosphatase;Phosphatidylinositol-3-phosphate phosphatase	1		DRG0QWZSI	https://adcdb.idrblab.net/data/abt/details/TAR0TVCVK
TAR0WMPUG	Nectin-2 (NECTIN2)	ADC_TARGET	HVEB; PRR2; PVRL2; Herpes virus entry mediator B;Nectin cell adhesion molecule 2;Poliovirus receptor-related protein 2;CD_antigen=CD112	1	C12G1-DM1		https://adcdb.idrblab.net/data/abt/details/TAR0WMPUG
TAR0TONKQ	Nectin-4 (NECTIN4); Tumor-associated calcium signal transducer 2 (TACSTD2)	ADC_TARGET		2	AK146D1; DRG0MBSAD		https://adcdb.idrblab.net/data/abt/details/TAR0TONKQ
TAR0MWTFE	Nectin-4 (NECTIN4)	ADC_TARGET	Ig superfamily receptor LNIR;Nectin cell adhesion molecule 4;Poliovirus receptor-related protein 4	25		DRG0AAJTS; DRG0AZLBZ; DRG0BBQSE; DRG0BCLOV; DRG0BCWFQ; DRG0DDMKC; DRG0FREUY; DRG0HVGGO; DRG0IQZOU; DRG0KFPBB; DRG0KHDFE; DRG0KKATK; DRG0LNYUS; DRG0NKUQA; DRG0NQGJP; DRG0PRSEK; DRG0PTOUF; DRG0RFWQY; DRG0SVXWC; DRG0TPQUN; DRG0TWLXC; DRG0VHDYJ; DRG0VYGBA; DRG0XKMVA; DRG0ZLJPV	https://adcdb.idrblab.net/data/abt/details/TAR0MWTFE
TAR0YOEAI	Neural cell adhesion molecule 1 (NCAM1)	ADC_TARGET	NCAM; CD_antigen=CD56	20		DRG0BLFDX; DRG0EMDXR; DRG0ENACR; DRG0ENIXU; DRG0FQRJB; DRG0HPTAT; DRG0IXYSH; DRG0MQXGF; DRG0NSYHL; DRG0NUPXB; DRG0ONCII; DRG0ONEFD; DRG0QEYDG; DRG0RLBGI; DRG0SDZSF; DRG0UNQPX; DRG0WGXUC; DRG0WQLLP; DRG0XHPCG; DRG0XTASD	https://adcdb.idrblab.net/data/abt/details/TAR0YOEAI
TAR0PNBPC	Neurogenic locus notch homolog protein 3 (NOTCH3)	ADC_TARGET		32		DRG0ACHNB; DRG0AQSWY; DRG0ARCUQ; DRG0BCVJD; DRG0CHKFB; DRG0CPYCB; DRG0DYXWW; DRG0EPDID; DRG0GMTZZ; DRG0HZRYS; DRG0IWXFA; DRG0JSUAX; DRG0LAQPQ; DRG0LEKOF; DRG0LMZQI; DRG0LWKPR; DRG0PKEQX; DRG0POKJM; DRG0PQZMN; DRG0PSEKN; DRG0RTIGL; DRG0UDBZM; DRG0UDLHC; DRG0VNVZQ; DRG0WJVTH; DRG0WRFYU; DRG0XRJYP; DRG0XVGMU; DRG0XXKFU; DRG0YHDNK	https://adcdb.idrblab.net/data/abt/details/TAR0PNBPC
TAR0ULKWR	Neutral amino acid transporter B(0) (SLC1A5)	ADC_TARGET	Baboon M7 virus receptor; RD114/simian type D retrovirus receptor; Sodium-dependent neutral amino acid transporter type 2; Solute carrier family 1 member 5; SLC1A5; ASCT2; M7V1; RDR; RDRC	1	MEDI-7247		https://adcdb.idrblab.net/data/abt/details/TAR0ULKWR
TAR0VQXRU	O-acetyl derivative of GD2 ganglioside (OAcGD2)	ADC_TARGET		2		DRG0CYJSZ; DRG0IMEOJ	https://adcdb.idrblab.net/data/abt/details/TAR0VQXRU
TAR0TGDZU	Onco-foetal sialyl-Tn	ADC_TARGET		3		DRG0XEXPT; DRG0XRDLA; DRG0YFVYF	https://adcdb.idrblab.net/data/abt/details/TAR0TGDZU
TAR0FCHHQ	Oncodevelopmental antigen polysialic acid (polySia)	ADC_TARGET		2	T-Py-DM1; ch735-Py-DM1		https://adcdb.idrblab.net/data/abt/details/TAR0FCHHQ
TAR0CYCQM	P2X purinoceptor 7 (P2RX7)	ADC_TARGET	ATP receptor;P2Z receptor;Purinergic receptor	1		DRG0AXGPR	https://adcdb.idrblab.net/data/abt/details/TAR0CYCQM
TAR0LDTBG	Phosphatidylserine synthase 1 (PTDSS1)	ADC_TARGET	KIAA0024; PSSA; Serine-exchange enzyme I	2		DRG0HNQCW; DRG0RDZIH	https://adcdb.idrblab.net/data/abt/details/TAR0LDTBG
TAR0VIJBO	Phospholipase A-2-activating protein; Alkaline phosphatase, germ cell type (ALPG)	ADC_TARGET		1	SGN-ALPV		https://adcdb.idrblab.net/data/abt/details/TAR0VIJBO
TAR0EIAGD	Piezo-type mechanosensitive ion channel component 1 (PIEZO1)	ADC_TARGET	FAM38A; KIAA0233; Membrane protein induced by beta-amyloid treatment;Protein FAM38A	1	Anti-PIEZO1-MMAE		https://adcdb.idrblab.net/data/abt/details/TAR0EIAGD
TAR0VGBTG	Platelet-derived growth factor receptor alpha (PDGFRA)	ADC_TARGET	PDGFR2; RHEPDGFRA; Alpha platelet-derived growth factor receptor; Alpha-type platelet-derived growth factor receptor; CD140 antigen-like family member A; CD140a antigen; Platelet-derived growth factor alpha receptor; Platelet-derived growth factor receptor 2; CD_antigen=CD140a	1	Olaratumab-Compound (Ia)		https://adcdb.idrblab.net/data/abt/details/TAR0VGBTG
TAR0GMCDK	Platelet-derived growth factor receptor beta (PDGFRB)	ADC_TARGET	PDGFR; PDGFR1; Beta platelet-derived growth factor receptor;Beta-type platelet-derived growth factor receptor;CD140 antigen-like family member B;Platelet-derived growth factor receptor 1;CD_antigen=CD140b	4	Anti-PDGFRB C-scFv Duocarmycin; Anti-PDGFRB cotinine scFv-C-scFv-duocarmycin; DRG0BSNWK; DRG0NUHVO		https://adcdb.idrblab.net/data/abt/details/TAR0GMCDK
TAR0BZZWU	Podocalyxin (PODXL)	ADC_TARGET	PCLP; PCLP1; GCTM-2 antigen;Gp200;Podocalyxin-like protein 1	1	PODO447-ADC		https://adcdb.idrblab.net/data/abt/details/TAR0BZZWU
TAR0HFDKR	Podoplanin (PDPN)	ADC_TARGET	Aggrus T1-alpha	1		DRG0FGJBT	https://adcdb.idrblab.net/data/abt/details/TAR0HFDKR
TAR0FBGLQ	Poly [ADP-ribose] polymerase 1 (PARP1)	ADC_TARGET	ADP-ribosyltransferase diphtheria toxin-like 1;DNA ADP-ribosyltransferase PARP1;NAD(+) ADP-ribosyltransferase 1;Poly[ADP-ribose] synthase 1;Protein poly-ADP-ribosyltransferase PARP1	3		DRG0GBIDD; DRG0GNFMC; DRG0SWIBY	https://adcdb.idrblab.net/data/abt/details/TAR0FBGLQ
TAR0GSSJV	Pregnancy-specific beta-1-glycoprotein 2 (PSG2)	ADC_TARGET	PSBG2; Pregnancy-specific beta-1 glycoprotein E	4		DRG0MTUPD; DRG0NOYDH; DRG0XEHGL; DRG0ZQIZB	https://adcdb.idrblab.net/data/abt/details/TAR0GSSJV
TAR0LKRTD	Pro-epidermal growth factor (EGF)	ADC_TARGET		1	Monoclonal antibody B4G7-gelonin conjugate		https://adcdb.idrblab.net/data/abt/details/TAR0LKRTD
TAR0NHFQP	Programmed cell death 1 ligand 1 (CD274); Programmed cell death 1 ligand 2 (PDCD1LG2)	ADC_TARGET		1		DRG0DSMMR	https://adcdb.idrblab.net/data/abt/details/TAR0NHFQP
TAR0LXLCR	Programmed cell death 1 ligand 1 (CD274); Vascular endothelial growth factor A (VEGFA)	ADC_TARGET		1	JSKN027		https://adcdb.idrblab.net/data/abt/details/TAR0LXLCR
TAR0SYQPS	Programmed cell death 1 ligand 1 (CD274)	ADC_TARGET		13		DRG0AJQLB; DRG0DDTZB; DRG0EOFTU; DRG0IJDNB; DRG0IWWAX; DRG0NYFRQ; DRG0OCUYB; DRG0ONBQK; DRG0QCKOE; DRG0QLCMJ; DRG0QQETS; DRG0QQSDO; DRG0RNDKX	https://adcdb.idrblab.net/data/abt/details/TAR0SYQPS
TAR0USNQQ	Programmed cell death ligand 1 (PD-L1); Leukocyte surface antigen CD47 (CD47)	ADC_TARGET		18	DRG0ABWWH; DRG0AEDRN; DRG0AESLE; DRG0BBOQV; DRG0CHKPL; DRG0DWZLZ; DRG0EWASU; DRG0FYWIR; DRG0LGCBT; DRG0NHOIY; DRG0OOAPU; DRG0ORTCJ; DRG0PYWEU; DRG0RRZWJ; DRG0UTPQO; DRG0VRCOP; DRG0XMKVQ; PF-08046037		https://adcdb.idrblab.net/data/abt/details/TAR0USNQQ
TAR0CSMXL	Programmed cell death protein 1 (PDCD1)	ADC_TARGET		3	DRG0NBUVF; DRG0SHRQL; WTX-212		https://adcdb.idrblab.net/data/abt/details/TAR0CSMXL
TAR0FIJGT	Prolactin receptor (PRLR)	ADC_TARGET		6		DRG0ATRFG; DRG0BMTAI; DRG0LSRAT; DRG0MJELC; DRG0OUXWT; DRG0PQTVF	https://adcdb.idrblab.net/data/abt/details/TAR0FIJGT
TAR0TSBSL	Prolyl endopeptidase FAP (FAP)	ADC_TARGET	170 kDa melanoma membrane-bound gelatinase;Dipeptidyl peptidase FAP;Fibroblast activation protein alpha;Gelatine degradation protease FAP;Integral membrane serine protease;Post-proline cleaving enzyme;Serine integral membrane protease;Surface-expressed protease	10		DRG0HOBUN; DRG0KCDFL; DRG0MHSYJ; DRG0OZEGT; DRG0SAXJE; DRG0SONBG; DRG0UXNFA; DRG0XGHTG; DRG0ZKVNP; DRG0ZOMIJ	https://adcdb.idrblab.net/data/abt/details/TAR0TSBSL
TAR0KMJYX	Prominin-1 (PROM1)	ADC_TARGET	PROML1; MSTP061; Antigen AC133;Prominin-like protein 1;CD_antigen=CD133	1		DRG0NDFLP	https://adcdb.idrblab.net/data/abt/details/TAR0KMJYX
TAR0YUFBV	Prostaglandin F2 receptor negative regulator (PTGFRN)	ADC_TARGET	CD9P1; EWIF; FPRP; KIAA1436; CD9 partner 1;Glu-Trp-Ile EWI motif-containing protein F;Prostaglandin F2-alpha receptor regulatory protein;Prostaglandin F2-alpha receptor-associated protein;CD_antigen=CD315	1		DRG0UEGSE	https://adcdb.idrblab.net/data/abt/details/TAR0YUFBV
TAR0ZDFGV	Prostate-specific antigen (KLK3)	ADC_TARGET	APS; Gamma-seminoprotein;Kallikrein-3;P-30 antigen;Semenogelase	3	ADCT-212; DRG0BNUHW; DRG0XMQGT		https://adcdb.idrblab.net/data/abt/details/TAR0ZDFGV
TAR0WFAXQ	Protein delta homolog 1 (DLK1)	ADC_TARGET	DLK; pG2	4		DRG0FHDVJ; DRG0IDRYV; DRG0PHKMG; DRG0UCKGX	https://adcdb.idrblab.net/data/abt/details/TAR0WFAXQ
TAR0HTZRS	Receptor tyrosine-protein kinase erbB-2 (ERBB2); Tumor-associated calcium signal transducer 2 (TACSTD2)	ADC_TARGET		1	YH-012		https://adcdb.idrblab.net/data/abt/details/TAR0HTZRS
TAR0OMIUH	Receptor tyrosine-protein kinase erbB-2 (HER2 ECD2); Receptor tyrosine-protein kinase erbB-2 (HER2 ECD4)	ADC_TARGET		7		DRG0FMCLF; DRG0FWYLZ; DRG0IVDIV; DRG0PXYTA; DRG0QCCTW; DRG0ZGWBV; DRG0ZYLBB	https://adcdb.idrblab.net/data/abt/details/TAR0OMIUH
TAR0BDQMV	Receptor tyrosine-protein kinase erbB-2 (HER2 exon 20)	ADC_TARGET	HER2 exon 20; MLN19 exon 20; NEU exon 20	1		DRG0WOJVL	https://adcdb.idrblab.net/data/abt/details/TAR0BDQMV
TAR0THKZD	Receptor tyrosine-protein kinase erbB-2 (HER2)	ADC_TARGET	HER2; MLN19; NEU; NGL; Metastatic lymph node gene 19 protein;Proto-oncogene Neu;Proto-oncogene c-ErbB-2;Tyrosine kinase-type cell surface receptor HER2;p185erbB2;CD_antigen=CD340	1308		DRG0AAHQS; DRG0AALGD; DRG0AALTY; DRG0ABJAM; DRG0ABOHV; DRG0ADGHG; DRG0ADMHI; DRG0ADPKT; DRG0ADSTC; DRG0ADUDY; DRG0AEBMA; DRG0AELNA; DRG0AEPKZ; DRG0AEZNC; DRG0AFEZA; DRG0AGDFT; DRG0AGZVA; DRG0AHOET; DRG0AICGX; DRG0AICUG; DRG0AJNFC; DRG0AJOYN; DRG0AJXIV; DRG0AKPPC; DRG0AKRJW; DRG0ALKKX; DRG0ALZMA; DRG0AMCNA; DRG0AMDED; DRG0ANLSP	https://adcdb.idrblab.net/data/abt/details/TAR0THKZD
TAR0LXKFL	Receptor tyrosine-protein kinase erbB-3 (ERBB3); Hepatocyte growth factor receptor (MET)	ADC_TARGET		1		DRG0SLLFJ	https://adcdb.idrblab.net/data/abt/details/TAR0LXKFL
TAR0USCPV	Receptor tyrosine-protein kinase erbB-3 (ERBB3); Mucin-1 (MUC1)	ADC_TARGET		1	DM002		https://adcdb.idrblab.net/data/abt/details/TAR0USCPV
TAR0OICRH	Receptor tyrosine-protein kinase erbB-3 (ERBB3); Tumor-associated calcium signal transducer 2 (TACSTD2)	ADC_TARGET		1	JSKN-016		https://adcdb.idrblab.net/data/abt/details/TAR0OICRH
TAR0LNVRK	Receptor tyrosine-protein kinase erbB-3 (ERBB3); Tumor-associated calcium signal transducer 2 (TACSTD2)	ADC_TARGET		11	AK138D1; AMT-562; DB-1310; DRG0HMQLM; DRG0SABRN; HMBD-501; Patritumab deruxtecan; SHR-A2009; SIBP-A13; SYS6023; YL-202		https://adcdb.idrblab.net/data/abt/details/TAR0LNVRK
