candidate_id	candidate_type	candidate_label	source	evidence_id	context	first_seen	confidence	validation_status	reason	modality_classification	modality_detail
ADC_SUFFIX_436e38fb5eda	ADC_CANDIDATE	ZL-1310	conference_abstract_corpus	10.1158/1538-7445.am2026-ct189; 10.1158/1538-7445.am2026-ct193; 10.1200/jco.2026.44.16_suppl.tps8136	development-code + explicit ADC-context match; example: A randomized, open-label, phase 3 study of ZL-1310, a DLL3 antibody-drug conjugate (ADC), compared to investigator’s choice therapy in participants wi	2026-06-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_8bddf4dcbcb8	ADC_CANDIDATE	MK-3120	conference_abstract_corpus	10.1158/1538-7445.am2026-lb490	development-code + explicit ADC-context match; example: Abstract LB490: Preclinical evaluation of the nectin-4 antibody-drug conjugate MK-3120 (SKB410) in a panel of solid-tumor patient-derived xenograft mo		medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_79fd78208ab0	ADC_CANDIDATE	ABBV-221	conference_abstract_corpus	10.1200/jco.2017.35.15_suppl.2510	development-code + explicit ADC-context match; example: Preliminary results from a phase 1 study of the antibody-drug conjugate ABBV-221 in patients with solid tumors likely to express EGFR.	2017-05-20	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_1d7a9c7d0fee	ADC_CANDIDATE	XMT-1536	conference_abstract_corpus	10.1200/jco.2020.38.15_suppl.3549	development-code + explicit ADC-context match; example: Phase I expansion study of XMT-1536, a novel NaPi2b-targeting antibody-drug conjugate (ADC): Preliminary efficacy, safety, and biomarker results in pa	2020-05-20	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_ca11dfda9bce	ADC_CANDIDATE	ABBV-321	conference_abstract_corpus	10.1200/jco.2020.38.15_suppl.tps3649	development-code + explicit ADC-context match; example: Phase I study of the antibody-drug conjugate ABBV-321 in patients with non-small cell lung cancer and squamous head and neck cancer with overexpressio	2020-05-20	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_55a5a29847cc	ADC_CANDIDATE	ABBV-011	conference_abstract_corpus	10.1200/jco.2023.41.16_suppl.3002	development-code + explicit ADC-context match; example: First-in-human study of ABBV-011, a seizure-related homolog protein 6 (SEZ6)–targeting antibody-drug conjugate, in patients with small cell lung cance	2023-06-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_0005d1a45508	ADC_CANDIDATE	MYTX-011	conference_abstract_corpus	10.1200/jco.2023.41.16_suppl.tps9147	development-code + explicit ADC-context match; example: Phase 1 multicenter dose escalation and dose expansion study of antibody-drug conjugate (ADC) MYTX-011 in subjects with non-small cell lung cancer.	2023-06-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_cea3e3b96906	ADC_CANDIDATE	ABBV-400	conference_abstract_corpus	10.1200/jco.2024.42.16_suppl.3030; 10.1200/jco.2024.42.16_suppl.3515; 10.1200/jco.2024.42.16_suppl.tps3162	development-code + explicit ADC-context match; example: Dose optimization and exposure-response analyses to support optimal dose of ABBV-400, a novel C-met–targeting antibody drug conjugate, in patients wit	2024-06-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_d406ff0b27e0	ADC_CANDIDATE	AMT-116	conference_abstract_corpus	10.1200/jco.2024.42.16_suppl.e15010	development-code + explicit ADC-context match; example: Preliminary results from a first-in-human trial of AMT-116, a topoisomerase I inhibitor containing antibody-drug conjugate (ADC), in patients with adv	2024-06-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_e0fccbe24355	ADC_CANDIDATE	LM-302	conference_abstract_corpus	10.1200/jco.2024.42.16_suppl.e16152	development-code + explicit ADC-context match; example: Two stage, multi-center trial of cadonilimab and LM-302 for patients with CLDN18.2+ biliary tract cancer (BTC) that failed chemotherapy and PD-(L)1 an	2024-06-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_d52ca9ab43e0	ADC_CANDIDATE	SHR-1826	conference_abstract_corpus	10.1200/jco.2025.43.16_suppl.106; 10.1200/jco.2026.44.16_suppl.8525	development-code + explicit ADC-context match; example: Phase 1 study of SHR-1826, a c-MET–directed antibody-drug-conjugate (ADC), in advanced solid tumors.	2025-6	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_49d8e820b15c	ADC_CANDIDATE	AMT-676	conference_abstract_corpus	10.1200/jco.2025.43.16_suppl.tps3161	development-code + explicit ADC-context match; example: A phase 1, first-in-human study of AMT-676, an anti-CDH17 antibody-drug conjugate, in patients with advanced gastrointestinal tumors.	2025-6	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_69c9757af635	ADC_CANDIDATE	TUB-030	conference_abstract_corpus	10.1200/jco.2025.43.16_suppl.tps3164	development-code + explicit ADC-context match; example: TUB-030, a novel ADC targeting 5T4: A phase I/IIa multi-center, first-in-human clinical trial (5-STAR 1-01) in patients with advanced solid tumors.	2025-6	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_82fc1adda88b	ADC_CANDIDATE	ABBV-291	conference_abstract_corpus	10.1200/jco.2025.43.16_suppl.tps7093	development-code + explicit ADC-context match; example: A phase 1 first-in-human study evaluating safety, pharmacokinetics, and efficacy of ABBV-291, a CD79b-targeting antibody-drug conjugate, in patients w	2025-6	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_e94d4ba9d7a0	ADC_CANDIDATE	TUB-040	conference_abstract_corpus	10.1200/jco.2025.43.16_suppl.tps8660	development-code + explicit ADC-context match; example: NAPISTAR 1-01: An international phase I/II trial of the novel ADC TUB-040 in platinum-resistant ovarian cancer (PROC) and relapsed/refractory adenocar	2025-6	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_f508f21b1d1e	ADC_CANDIDATE	AKTX-101	conference_abstract_corpus	10.1200/jco.2026.44.16_suppl.e16427	development-code + explicit ADC-context match; example: Combination synergy of spliceosome modulator ADC with a K-Ras inhibitor in <i>K-Ras</i> –mutated pancreatic cancers.	2026-06-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_f7a82a85a3da	ADC_CANDIDATE	KIVU-107	conference_abstract_corpus	10.1200/jco.2026.44.16_suppl.tps3158; aacr:2026:5649	development-code + explicit ADC-context match; example: A phase I, multi-center study of KIVU-107, a novel PTK7-targeting antibody-drug conjugate (ADC), in participants with advanced solid tumors.	2026-06-01	medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_7817168dfd4e	ADC_CANDIDATE	HA-00495	conference_abstract_corpus	aacr:2026:1676	development-code + explicit ADC-context match; example: HA-00495: A development candidate ADC featuring a novel protein translation inhibitor payload with broad efficacy and a favorable non human primate sa		medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_f21992362233	ADC_CANDIDATE	STRO-006	conference_abstract_corpus	aacr:2026:1713	development-code + explicit ADC-context match; example: STRO-006: An Integrin beta-6-targeting ADC demonstrates favorable safety profile and potent antitumor activity in preclinical solid tumors.		medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_f99674ecbf18	ADC_CANDIDATE	DB-1329	conference_abstract_corpus	aacr:2026:2656	development-code + explicit ADC-context match; example: DB-1329: A novel antibody-drug conjugate targeting CDCP1 demonstrates potent preclinical anti-tumor activity across multiple solid tumors.		medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_ac2fdbde6c0d	ADC_CANDIDATE	DB-1326	conference_abstract_corpus	aacr:2026:2657	development-code + explicit ADC-context match; example: DB-1326, a novel dual-payload TA-MUC1-directed antibody-drug conjugate, shows potent antitumor efficacy in preclinical tumor model.		medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_e6630e2bbfce	ADC_CANDIDATE	HP-004	conference_abstract_corpus	aacr:2026:4401	development-code + explicit ADC-context match; example: A novel antibody-drug conjugate targeting alkaline phosphatases ALPP and ALPPL2 in solid tumors.		medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_fcd8e998248b	ADC_CANDIDATE	IMGC-936	conference_abstract_corpus	aacr:2026:4418	development-code + explicit ADC-context match; example: Preclinical characterization of a potential best-in-class camptothecin-based antibody-drug conjugate targeting ADAM metallopeptidase domain 9.		medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
ADC_SUFFIX_37eb5fcaedb5	ADC_CANDIDATE	LM-338	conference_abstract_corpus	aacr:2026:5636	development-code + explicit ADC-context match; example: Preclinical evaluation of LM-338: An innovative anti-STn antibody drug conjugate for solid tumors.		medium	NEEDS_REVIEW	development-code-shaped name found in explicit tight grammatical relationship with 'antibody-drug conjugate'/'ADC' (e.g. '<code> is a novel antibody-drug conjugate' or 'the ADC candidate <code>') in free-text title/abstract -- no structured field confirms this, and a development code alone (unlike a USAN/INN suffix) carries no independent payload/linker class evidence; needs a human check before promotion, not auto-promoted regardless of how many sources mention it.	PRESUMED_STRICT_ADC	
